"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 20 16:32:07 IST 2024","Sat Jul 20 16:41:03 IST 2024","535711","All Test Suite","UITestAutomation","com.corcentric.runner.CucumberTestRunner","com.corcentric.runner.CucumberTestRunner","runScenario","Runs Cucumber Scenarios",""
